software_name,software_url,repository_url,all_github_links,organization,repository_name,owner_repo_pattern,source
AutoPQ,https://helmholtz.software/software/autopq,https://github.com/SMEISEN/AutoPQ,"['https://github.com/Helmholtz-AI-Energy/propulate', 'https://github.com/SMEISEN/AutoPQ', 'https://github.com/hyperopt/hyperopt']",SMEISEN,AutoPQ,SMEISEN/AutoPQ,HELMHOLTZ
SMG2S,https://helmholtz.software/software/smg2s,https://github.com/SMG2S/SMG2S,['https://github.com/SMG2S/SMG2S'],SMG2S,SMG2S,SMG2S/SMG2S,HELMHOLTZ
Code Auditor,https://research-software-directory.org/software/code-auditor,https://github.com/SS-NES/code-auditor,['https://github.com/SS-NES/code-auditor'],SS-NES,code-auditor,SS-NES/code-auditor,RSD
MEmilio,https://helmholtz.software/software/memilio,https://github.com/SciCompMod/memilio,['https://github.com/SciCompMod/memilio'],SciCompMod,memilio,SciCompMod/memilio,HELMHOLTZ
CoupledNODE,https://research-software-directory.org/software/couplednode,https://github.com/SciML/SciMLStyle,"['https://github.com/SciML/SciMLStyle', 'https://github.com/DEEPDIP-project/CoupledNODE.jl', 'https://github.com/DEEPDIP-project/AttentionLayer.jl', 'https://github.com/agdestein/IncompressibleNavierStokes.jl', 'https://github.com/DEEPDIP-project/ConvolutionalNeuralOperators.jl']",SciML,SciMLStyle,SciML/SciMLStyle,RSD
Mahiru,https://research-software-directory.org/software/mahiru,https://github.com/SecConNet/mahiru,['https://github.com/SecConNet/mahiru'],SecConNet,mahiru,SecConNet/mahiru,RSD
SimVascular,https://research-software-directory.org/software/simvascular,https://github.com/SimVascular/SimVascular,['https://github.com/SimVascular/SimVascular'],SimVascular,SimVascular,SimVascular/SimVascular,RSD
3D Slicer,https://research-software-directory.org/software/3d-slicer,https://github.com/Slicer/Slicer,['https://github.com/Slicer/Slicer'],Slicer,Slicer,Slicer/Slicer,RSD
SlicerIGT,https://research-software-directory.org/software/sliceraigt,https://github.com/SlicerIGT/aigt,"['https://github.com/SlicerIGT/aigt', 'https://github.com/SlicerIGT/SlicerIGT']",SlicerIGT,aigt,SlicerIGT/aigt,RSD
SlicerRT,https://research-software-directory.org/software/slicerrt,https://github.com/SlicerRt/SlicerRT,['https://github.com/SlicerRt/SlicerRT'],SlicerRt,SlicerRT,SlicerRt/SlicerRT,RSD
PSRDADA python,https://research-software-directory.org/software/psrdada-python,https://github.com/TRASAL/psrdada-python,['https://github.com/TRASAL/psrdada-python'],TRASAL,psrdada-python,TRASAL/psrdada-python,RSD
Aiida-CHAMP,https://research-software-directory.org/software/aiida-champ,https://github.com/TREX-CoE/aiida-champ,['https://github.com/TREX-CoE/aiida-champ'],TREX-CoE,aiida-champ,TREX-CoE/aiida-champ,RSD
MPET,https://research-software-directory.org/software/mpet,https://github.com/TRI-AMDD/mpet,['https://github.com/TRI-AMDD/mpet'],TRI-AMDD,mpet,TRI-AMDD/mpet,RSD
Bluesky software: underlying the publication “Distributed Conflict Resolution at High Traffic Densities with Reinforcement Learning”,https://research-software-directory.org/software/4tu-bluesky-software-underlying-the-publication-distributed-conflict-resolution-at-high-traffic-densities-with-reinforcement-learning,https://github.com/TUDelft-CNS-ATM/bluesky,['https://github.com/TUDelft-CNS-ATM/bluesky'],TUDelft-CNS-ATM,bluesky,TUDelft-CNS-ATM/bluesky,RSD
Code belonging to the publication: Closed-loop model-predictive wind farm flow control under time-varying inflow using FLORIDyn,https://research-software-directory.org/software/4tu-code-belonging-to-the-publication-closed-loop-model-predictive-wind-farm-flow-control-under-time-varying-inflow-using-floridyn,https://github.com/TUDelft-DataDrivenControl/OFF,"['https://github.com/TUDelft-DataDrivenControl/SOWFA', 'https://github.com/TUDelft-DataDrivenControl/OFF']",TUDelft-DataDrivenControl,OFF,TUDelft-DataDrivenControl/OFF,RSD
ParticleDA.jl,https://research-software-directory.org/software/particledajl,https://github.com/Team-RADDISH/ParticleDA.jl,['https://github.com/Team-RADDISH/ParticleDA.jl'],Team-RADDISH,ParticleDA.jl,Team-RADDISH/ParticleDA.jl,RSD
nedextract,https://research-software-directory.org/software/nedextract,https://github.com/Transparency-in-the-non-profit-sector/nedextract,['https://github.com/Transparency-in-the-non-profit-sector/nedextract'],Transparency-in-the-non-profit-sector,nedextract,Transparency-in-the-non-profit-sector/nedextract,RSD
Texcavator,https://research-software-directory.org/software/texcavator,https://github.com/UUDigitalHumanitieslab/texcavator,"['https://github.com/UUDigitalHumanitieslab/texcavator', 'https://github.com/UUDigitalHumanitieslab/I-analyzer']",UUDigitalHumanitieslab,texcavator,UUDigitalHumanitieslab/texcavator,RSD
Global Benchmark Database (GBD),https://helmholtz.software/software/global-benchmark-database-gbd,https://github.com/Udopia/gbd,"['https://github.com/Udopia/gbdc', 'https://github.com/Udopia/gbd']",Udopia,gbd,Udopia/gbd,HELMHOLTZ
Cityblocks,https://research-software-directory.org/software/cityblocks,https://github.com/Urban-M4/cityblocks,['https://github.com/Urban-M4/cityblocks'],Urban-M4,cityblocks,Urban-M4/cityblocks,RSD
IMAGE-LAND-LUE,https://research-software-directory.org/software/image-land-lue,https://github.com/UtrechtUniversity/IMAGE-LAND-LUE,['https://github.com/UtrechtUniversity/IMAGE-LAND-LUE'],UtrechtUniversity,IMAGE-LAND-LUE,UtrechtUniversity/IMAGE-LAND-LUE,RSD
Revisited Via Appia,https://research-software-directory.org/software/via-appia-revisited,https://github.com/Via-Appia/PattyVis,"['https://github.com/Via-Appia/via-appia-online-viewer', 'https://github.com/Via-Appia/PattyVis']",Via-Appia,PattyVis,Via-Appia/PattyVis,RSD
WAM2layers,https://research-software-directory.org/software/wam2layers,https://github.com/WAM2layers/WAM2layers,['https://github.com/WAM2layers/WAM2layers'],WAM2layers,WAM2layers,WAM2layers/WAM2layers,RSD
Scholia,https://research-software-directory.org/software/scholia,https://github.com/WDscholia/scholia,['https://github.com/WDscholia/scholia'],WDscholia,scholia,WDscholia/scholia,RSD
frbcat-web,https://research-software-directory.org/software/frbcat-web,https://github.com/aa-alert/frbcat-web,"['https://github.com/aa-alert/frbcat-web', 'https://github.com/AA-ALERT/frbcat-web']",aa-alert,frbcat-web,aa-alert/frbcat-web,RSD
QUAST,https://helmholtz.software/software/quast,https://github.com/ablab/quast/,['https://github.com/ablab/quast/'],ablab,quast,ablab/quast,HELMHOLTZ
HyperCanny,https://research-software-directory.org/software/hypercanny,https://github.com/abrupt-climate/hyper-canny,['https://github.com/abrupt-climate/hyper-canny'],abrupt-climate,hyper-canny,abrupt-climate/hyper-canny,RSD
BrainBrowser,https://research-software-directory.org/software/brainbrowser,https://github.com/aces/brainbrowser,"['https://github.com/aces/bigbrain-surface-viewer', 'https://github.com/aces/brainbrowser']",aces,brainbrowser,aces/brainbrowser,RSD
gravitools,https://helmholtz.software/software/gravitools,https://github.com/aewallin/allantools,"['https://github.com/Unidata/netcdf4-python', 'https://github.com/aewallin/allantools']",aewallin,allantools,aewallin/allantools,HELMHOLTZ
"RobustQO, data and codes related to the paper: ""Extending the scope of robust quadratic optimization.""",https://research-software-directory.org/software/4tu-robustqo-data-and-codes-related-to-the-paper-extending-the-scope-of-robust-quadratic-optimization,https://github.com/ahmadreza-marandi/RobustQO,['https://github.com/ahmadreza-marandi/RobustQO'],ahmadreza-marandi,RobustQO,ahmadreza-marandi/RobustQO,RSD
aiproteomics,https://research-software-directory.org/software/aiproteomics,https://github.com/aiproteomics/aiproteomics,['https://github.com/aiproteomics/aiproteomics'],aiproteomics,aiproteomics,aiproteomics/aiproteomics,RSD
GOLEM,https://helmholtz.software/software/golem,https://github.com/ajacquey/golem,"['https://github.com/ajacquey/golem-examples', 'https://github.com/ajacquey/golem']",ajacquey,golem,ajacquey/golem,HELMHOLTZ
methylKit,https://helmholtz.software/software/methylkit,https://github.com/al2na/methylKit,['https://github.com/al2na/methylKit'],al2na,methylKit,al2na/methylKit,HELMHOLTZ
DTBase,https://research-software-directory.org/software/dtbase,https://github.com/alan-turing-institute/CROP,"['https://github.com/alan-turing-institute/CROP', 'https://github.com/alan-turing-institute/DTBase']",alan-turing-institute,CROP,alan-turing-institute/CROP,RSD
ISAAC,https://helmholtz.software/software/isaac,https://github.com/alpaka-group/alpaka,"['https://github.com/alpaka-group/alpaka', 'https://github.com/ComputationalRadiationPhysics/isaac', 'https://github.com/ComputationalRadiationPhysics/picongpu']",alpaka-group,alpaka,alpaka-group/alpaka,HELMHOLTZ
MPI-AMRVAC,https://research-software-directory.org/software/amrvac,https://github.com/amrvac/AGILE-experimental,['https://github.com/amrvac/AGILE-experimental'],amrvac,AGILE-experimental,amrvac/AGILE-experimental,RSD
AMUSE,https://research-software-directory.org/software/amuse,https://github.com/amusecode/amuse,['https://github.com/amusecode/amuse'],amusecode,amuse,amusecode/amuse,RSD
Analizo,https://research-software-directory.org/software/analizo,https://github.com/analizo/analizo,['https://github.com/analizo/analizo'],analizo,analizo,analizo/analizo,RSD
UTILE-Oxy,https://helmholtz.software/software/utile-oxy,https://github.com/andyco98/UTILE-Oxy,"['https://github.com/andyco98/UTILE-Oxy', 'https://github.com/andyco98/UTILE-Oxy/']",andyco98,UTILE-Oxy,andyco98/UTILE-Oxy,HELMHOLTZ
PostWRF,https://helmholtz.software/software/postwrf,https://github.com/anikfal/PostWRF,['https://github.com/anikfal/PostWRF'],anikfal,PostWRF,anikfal/PostWRF,HELMHOLTZ
CellDetection,https://helmholtz.software/software/celldetection,https://github.com/apptainer/singularity,"['https://github.com/FZJ-INM1-BDA/celldetection-napari', 'https://github.com/apptainer/singularity', 'https://github.com/FZJ-INM1-BDA/celldetection']",apptainer,singularity,apptainer/singularity,HELMHOLTZ
adhtools,https://research-software-directory.org/software/adhtools,https://github.com/arabic-digital-humanities/adhtools,['https://github.com/arabic-digital-humanities/adhtools'],arabic-digital-humanities,adhtools,arabic-digital-humanities/adhtools,RSD
Arbor,https://helmholtz.software/software/arbor,https://github.com/arbor-sim/arbor/,['https://github.com/arbor-sim/arbor/'],arbor-sim,arbor,arbor-sim/arbor,HELMHOLTZ
Automating Requirements and Documentation Comprehension (ARDoCo),https://helmholtz.software/software/ardoco,https://github.com/ardoco/TLR,"['https://github.com/ardoco/inconsistency-detection', 'https://github.com/ardoco/core', 'https://github.com/ardoco/TLR']",ardoco,TLR,ardoco/TLR,HELMHOLTZ
PIQMIe,https://research-software-directory.org/software/piqmie,https://github.com/arnikz/PIQMIe,['https://github.com/arnikz/PIQMIe'],arnikz,PIQMIe,arnikz/PIQMIe,RSD
Arpra,https://research-software-directory.org/software/arpra,https://github.com/arpra-project/arpra,['https://github.com/arpra-project/arpra'],arpra-project,arpra,arpra-project/arpra,RSD
asreview-simulation,https://research-software-directory.org/software/asreview-simulation,https://github.com/asreview-simulation/asreview-simulation,['https://github.com/asreview-simulation/asreview-simulation'],asreview-simulation,asreview-simulation,asreview-simulation/asreview-simulation,RSD
ASTRA Toolbox,https://research-software-directory.org/software/astra-toolbox,https://github.com/astra-toolbox/astra-toolbox,['https://github.com/astra-toolbox/astra-toolbox'],astra-toolbox,astra-toolbox,astra-toolbox/astra-toolbox,RSD
Parcels,https://research-software-directory.org/software/parcels,https://github.com/astral-sh/ruff,"['https://github.com/OceanParcels/parcels', 'https://github.com/Jacketless/IKAMOANA', 'https://github.com/astral-sh/ruff']",astral-sh,ruff,astral-sh/ruff,RSD
MemRBC,https://helmholtz.software/software/memrbc,https://github.com/atfric/MemRBC,['https://github.com/atfric/MemRBC'],atfric,MemRBC,atfric/MemRBC,HELMHOLTZ
atoMEC,https://helmholtz.software/software/atomec,https://github.com/atomec-project/atoMEC,['https://github.com/atomec-project/atoMEC'],atomec-project,atoMEC,atomec-project/atoMEC,HELMHOLTZ
Discuit,https://research-software-directory.org/software/discuit,https://github.com/audreyr/cookiecutter,"['https://github.com/doerte/discuit-project', 'https://github.com/audreyr/cookiecutter', 'https://github.com/NLeSC/python-template']",audreyr,cookiecutter,audreyr/cookiecutter,RSD
Democracy Datasets,https://research-software-directory.org/software/democracy-datasets,https://github.com/backdem/democracy-datasets,['https://github.com/backdem/democracy-datasets'],backdem,democracy-datasets,backdem/democracy-datasets,RSD
Source code for: Assessing the Validity of a Calcifying Oral Biofilm Model as a Suitable Proxy for Dental Calculus,https://research-software-directory.org/software/4tu-source-code-for-assessing-the-validity-of-a-calcifying-oral-biofilm-model-as-a-suitable-proxy-for-dental-calculus,https://github.com/bbartholdy/byoc-valid,['https://github.com/bbartholdy/byoc-valid'],bbartholdy,byoc-valid,bbartholdy/byoc-valid,RSD
Kernel Tuner,https://research-software-directory.org/software/kernel-tuner,https://github.com/benvanwerkhoven/KM3Net,"['https://github.com/benvanwerkhoven/GPUGaussTransform', 'https://github.com/benvanwerkhoven/expdist', 'https://github.com/JungleComputing/common-source-identification-desktop', 'https://github.com/benvanwerkhoven/KM3Net', 'https://github.com/KernelTuner/kernel_tuner']",benvanwerkhoven,KM3Net,benvanwerkhoven/KM3Net,RSD
VarFish,https://helmholtz.software/software/varfish,https://github.com/bihealth/varfish-server,['https://github.com/bihealth/varfish-server'],bihealth,varfish-server,bihealth/varfish-server,HELMHOLTZ
paradigma,https://research-software-directory.org/software/paradigma,https://github.com/biomarkersParkinson/paradigma,['https://github.com/biomarkersParkinson/paradigma'],biomarkersParkinson,paradigma,biomarkersParkinson/paradigma,RSD
MeshIt,https://helmholtz.software/software/meshit,https://github.com/bloech/MeshIt,['https://github.com/bloech/MeshIt'],bloech,MeshIt,bloech/MeshIt,HELMHOLTZ
GridFormat,https://research-software-directory.org/software/gridformat,https://github.com/boost-ext/ut,"['https://github.com/boost-ext/ut', 'https://github.com/FEniCS/dolfinx', 'https://github.com/BlueBrain/HighFive']",boost-ext,ut,boost-ext/ut,RSD
cvasl,https://research-software-directory.org/software/cvasl,https://github.com/brainspinner/cvasl,['https://github.com/brainspinner/cvasl'],brainspinner,cvasl,brainspinner/cvasl,RSD
maftools,https://helmholtz.software/software/maftools,https://github.com/brentp/mosdepth,"['https://github.com/PoisonAlien/maftools', 'https://github.com/brentp/mosdepth', 'https://github.com/VanLoo-lab/ascat']",brentp,mosdepth,brentp/mosdepth,HELMHOLTZ
BridgeDb Java,https://research-software-directory.org/software/bridgedb-java,https://github.com/bridgedb/bridgedb,['https://github.com/bridgedb/bridgedb'],bridgedb,bridgedb,bridgedb/bridgedb,RSD
IncompressibleNavierStokes,https://research-software-directory.org/software/incompressiblenavierstokes,https://github.com/bsanderse/INS2D,"['https://github.com/bsanderse/INS2D', 'https://github.com/weymouth/WaterLily.jl/', 'https://github.com/JuliaTesting/Aqua.jl', 'https://github.com/Ferrite-FEM/Ferrite.jl', 'https://github.com/bsanderse/INS3D', 'https://github.com/trixi-framework/Trixi.jl', 'https://github.com/agdestein/DivergenceConsistency', 'https://github.com/gridap/Gridap.jl', 'https://github.com/CliMA/Oceananigans.jl', 'https://github.com/JuliaPlots/Makie.jl', 'https://github.com/CliMA/ClimaCore.jl', 'https://github.com/FourierFlows/FourierFlows.jl', 'https://github.com/agdestein/IncompressibleNavierStokes.jl']",bsanderse,INS2D,bsanderse/INS2D,RSD
Beyond the book,https://research-software-directory.org/software/beyond-the-book,https://github.com/c-martinez/BeyondTheBook,['https://github.com/c-martinez/BeyondTheBook'],c-martinez,BeyondTheBook,c-martinez/BeyondTheBook,RSD
CanDIG CHORD,https://research-software-directory.org/software/candig-chord,https://github.com/c3g/chord_singularity,['https://github.com/c3g/chord_singularity'],c3g,chord_singularity,c3g/chord_singularity,RSD
c3s-magic-wps,https://research-software-directory.org/software/c3s-magic-wps,https://github.com/c3s-magic/c3s-magic-wps,['https://github.com/c3s-magic/c3s-magic-wps'],c3s-magic,c3s-magic-wps,c3s-magic/c3s-magic-wps,RSD
QTLTableMiner++,https://research-software-directory.org/software/qtl-tableminer,https://github.com/candYgene/QTM,['https://github.com/candYgene/QTM'],candYgene,QTM,candYgene/QTM,RSD
Canadian Advanced Network for Astronomical Research (CANFAR),https://research-software-directory.org/software/canadian-advanced-network-for-astronomical-research-canfar,https://github.com/canfar/canfarproc,"['https://github.com/canfar/canfarproc', 'https://github.com/canfar/storage-prototype']",canfar,canfarproc,canfar/canfarproc,RSD
Carbon Budget Explorer (CABE),https://research-software-directory.org/software/carbon-budget-explorer-cabe,https://github.com/carbon-budget-explorer/cabe,['https://github.com/carbon-budget-explorer/cabe'],carbon-budget-explorer,cabe,carbon-budget-explorer/cabe,RSD
Introduction to Geospatial Raster and Vector Data with Python,https://research-software-directory.org/software/geospatial-python,https://github.com/carpentries-incubator/geospatial-python,['https://github.com/carpentries-incubator/geospatial-python'],carpentries-incubator,geospatial-python,carpentries-incubator/geospatial-python,RSD
Introduction to deep learning lesson,https://research-software-directory.org/software/introduction-to-deep-learning-lesson,https://github.com/carpentries-lab/deep-learning-intro/,"['https://github.com/carpentries-incubator/deep-learning-intro', 'https://github.com/carpentries-lab/deep-learning-intro/']",carpentries-lab,deep-learning-intro,carpentries-lab/deep-learning-intro,RSD
caselawnet,https://research-software-directory.org/software/caselawanalytics,https://github.com/caselawanalytics/CaseLawAnalytics,['https://github.com/caselawanalytics/CaseLawAnalytics'],caselawanalytics,CaseLawAnalytics,caselawanalytics/CaseLawAnalytics,RSD
Minterpy,https://helmholtz.software/software/minterpy,https://github.com/casus/minterpy,['https://github.com/casus/minterpy'],casus,minterpy,casus/minterpy,HELMHOLTZ
Trixi.jl,https://helmholtz.software/software/trixijl,https://github.com/cburstedde/p4est,"['https://github.com/JuliaPlots/Plots.jl', 'https://github.com/adrhill/SparseConnectivityTracer.jl', 'https://github.com/JuliaTesting/Aqua.jl', 'https://github.com/trixi-framework/Trixi.jl', 'https://github.com/trixi-framework/paper-self-gravitating-gas-dynamics', 'https://github.com/trixi-framework/TrixiShallowWater.jl', 'https://github.com/trixi-framework/talk-2022-juliacon_toolchain', 'https://github.com/cburstedde/p4est', 'https://github.com/ranocha/SummationByPartsOperators.jl', 'https://github.com/trixi-framework/Trixi2Vtk.jl', 'https://github.com/JuliaDiff/ForwardDiff.jl', 'https://github.com/trixi-framework/P4est.jl', 'https://github.com/SciML/OrdinaryDiffEq.jl']",cburstedde,p4est,cburstedde/p4est,HELMHOLTZ
Mibianto,https://helmholtz.software/software/mibianto,https://github.com/ccb-sb/mibianto,['https://github.com/ccb-sb/mibianto'],ccb-sb,mibianto,ccb-sb/mibianto,HELMHOLTZ
Chemistry Development Kit,https://research-software-directory.org/software/cdk,https://github.com/cdk/cdk,['https://github.com/cdk/cdk'],cdk,cdk,cdk/cdk,RSD
self-hosted runners,https://research-software-directory.org/software/self-hosted-runners,https://github.com/ci-for-science/example-python-1,"['https://github.com/ci-for-science/example-gpu-houston', 'https://github.com/ci-for-science/example-python-1', 'https://github.com/ci-for-science/example-python-monte-carlo-pi', 'https://github.com/ci-for-science/example-hello-world', 'https://github.com/ci-for-science/self-hosted-runners']",ci-for-science,example-python-1,ci-for-science/example-python-1,RSD
Citation File Format,https://research-software-directory.org/software/citation-file-format,https://github.com/citation-file-format/citation-file-format,['https://github.com/citation-file-format/citation-file-format'],citation-file-format,citation-file-format,citation-file-format/citation-file-format,RSD
ISAAC Chrome extension,https://research-software-directory.org/software/isaac-chrome-extension,https://github.com/citation-js/isaac-chrome-extension,['https://github.com/citation-js/isaac-chrome-extension'],citation-js,isaac-chrome-extension,citation-js/isaac-chrome-extension,RSD
CLASS-web,https://research-software-directory.org/software/class-web,https://github.com/classmodel/class-web,['https://github.com/classmodel/class-web'],classmodel,class-web,classmodel/class-web,RSD
VelocityConversion,https://helmholtz.software/software/velocityconversion,https://github.com/cmeessen/VelocityConversion,['https://github.com/cmeessen/VelocityConversion'],cmeessen,VelocityConversion,cmeessen/VelocityConversion,HELMHOLTZ
SAM Java and Matlab code for running and analysis the experiments in the  PhD Thesis: Self-Organizing Multi-Agent Systems,https://research-software-directory.org/software/4tu-sam-java-and-matlab-code-for-running-and-analysis-the-experiments-in-the-phd-thesis-self-organizing-multi-agent-systems,https://github.com/coenvl/jSAM,"['https://github.com/coenvl/jSAM', 'https://github.com/coenvl/mSAM']",coenvl,jSAM,coenvl/jSAM,RSD
Collens,https://research-software-directory.org/software/collens,https://github.com/collaite/collens,['https://github.com/collaite/collens'],collaite,collens,collaite/collens,RSD
cwltool,https://research-software-directory.org/software/cwltool,https://github.com/common-workflow-language/cwltool,['https://github.com/common-workflow-language/cwltool'],common-workflow-language,cwltool,common-workflow-language/cwltool,RSD
LUE,https://research-software-directory.org/software/lue,https://github.com/computationalgeography/lue,['https://github.com/computationalgeography/lue'],computationalgeography,lue,computationalgeography/lue,RSD
ioProc,https://helmholtz.software/software/ioproc,https://github.com/conda-forge/ioproc-feedstock,['https://github.com/conda-forge/ioproc-feedstock'],conda-forge,ioproc-feedstock,conda-forge/ioproc-feedstock,HELMHOLTZ
COPASI,https://research-software-directory.org/software/copasi,https://github.com/copasi/COPASI,['https://github.com/copasi/COPASI'],copasi,COPASI,copasi/COPASI,RSD
CP2K,https://helmholtz.software/software/cp2k,https://github.com/cp2k/cp2k,"['https://github.com/cp2k/cp2k', 'https://github.com/cp2k/dbcsr']",cp2k,cp2k,cp2k/cp2k,HELMHOLTZ
Mimetic Operators Library Enhanced (MOLE),https://research-software-directory.org/software/mimetic-operators-library-enhanced-mole,https://github.com/csrc-sdsu/mole,['https://github.com/csrc-sdsu/mole'],csrc-sdsu,mole,csrc-sdsu/mole,RSD
CWRC-Writer,https://research-software-directory.org/software/cwrc-writer,https://github.com/cwrc/CWRC-WriterBase,['https://github.com/cwrc/CWRC-WriterBase'],cwrc,CWRC-WriterBase,cwrc/CWRC-WriterBase,RSD
rWikiPathways,https://research-software-directory.org/software/rwikipathways,https://github.com/cytoscape/RCy3,"['https://github.com/cytoscape/RCy3', 'https://github.com/BiGCAT-UM/bridgedb-r']",cytoscape,RCy3,cytoscape/RCy3,RSD
dCache,https://helmholtz.software/software/dcache,https://github.com/dCache/dcache,['https://github.com/dCache/dcache'],dCache,dcache,dCache/dcache,HELMHOLTZ
DALES,https://research-software-directory.org/software/dales,https://github.com/dalesteam/dales,['https://github.com/dalesteam/dales'],dalesteam,dales,dalesteam/dales,RSD
DataLad,https://helmholtz.software/software/datalad,https://github.com/datalad/datalad,['https://github.com/datalad/datalad'],datalad,datalad,datalad/datalad,HELMHOLTZ
Review Argumentation at Scale,https://research-software-directory.org/software/review-argumentation-at-scale,https://github.com/davideceolin/FAReviews,['https://github.com/davideceolin/FAReviews'],davideceolin,FAReviews,davideceolin/FAReviews,RSD
RadPlanBio,https://helmholtz.software/software/radplanbio,https://github.com/ddRPB/rpb,['https://github.com/ddRPB/rpb'],ddRPB,rpb,ddRPB/rpb,HELMHOLTZ
"ASPECT - The Advanced Solver for Planetary Evolution, Convection, and Tectonics",https://helmholtz.software/software/aspect,https://github.com/dealii/dealii,"['https://github.com/dealii/dealii', 'https://github.com/geodynamics/aspect']",dealii,dealii,dealii/dealii,HELMHOLTZ
FastSurfer,https://helmholtz.software/software/fastsurfer,https://github.com/deep-mi/FastSurfer,"['https://github.com/deep-mi/FastSurfer', 'https://github.com/deep-MI/FastSurfer/', 'https://github.com/deep-mi/fastsurfer', 'https://github.com/deep-mi/qatools-python']",deep-mi,FastSurfer,deep-mi/FastSurfer,HELMHOLTZ
IUI2025_ConvXAI,https://research-software-directory.org/software/4tu-iui2025-convxai,https://github.com/delftcrowd/IUI2025_ConvXAI,['https://github.com/delftcrowd/IUI2025_ConvXAI'],delftcrowd,IUI2025_ConvXAI,delftcrowd/IUI2025_ConvXAI,RSD
GSTools,https://helmholtz.software/software/gstools,https://github.com/dfm/emcee,"['https://github.com/GeoStat-Framework/GSTools-Core', 'https://github.com/GeoStat-Framework/GSTools', 'https://github.com/pyscience-projects/pyevtk', 'https://github.com/dfm/emcee', 'https://github.com/nschloe/meshio', 'https://github.com/ambv/black', 'https://github.com/steven-murray/hankel']",dfm,emcee,dfm/emcee,HELMHOLTZ
fsbrain,https://research-software-directory.org/software/fsbrain,https://github.com/dfsp-spirit/fsbrain,['https://github.com/dfsp-spirit/fsbrain'],dfsp-spirit,fsbrain,dfsp-spirit/fsbrain,RSD
DIANNA,https://research-software-directory.org/software/dianna,https://github.com/dianna-ai/dianna,['https://github.com/dianna-ai/dianna'],dianna-ai,dianna,dianna-ai/dianna,RSD
Petri Nets on Hyperledger,https://research-software-directory.org/software/petri-nets-on-hyperledger,https://github.com/dl4ld/petrinet,['https://github.com/dl4ld/petrinet'],dl4ld,petrinet,dl4ld/petrinet,RSD
ukis-csmask,https://helmholtz.software/software/ukis-csmask,https://github.com/dlr-eoc/ukis-pysat,"['https://github.com/dlr-eoc/ukis-csmask', 'https://github.com/dlr-eoc/ukis-pysat']",dlr-eoc,ukis-pysat,dlr-eoc/ukis-pysat,HELMHOLTZ
Mallob,https://helmholtz.software/software/mallob,https://github.com/domschrei/mallob,['https://github.com/domschrei/mallob'],domschrei,mallob,domschrei/mallob,HELMHOLTZ
cleanX,https://research-software-directory.org/software/cleanx,https://github.com/drcandacemakedamoore/cleanX,['https://github.com/drcandacemakedamoore/cleanX'],drcandacemakedamoore,cleanX,drcandacemakedamoore/cleanX,RSD
dtscalibration,https://research-software-directory.org/software/dtscalibration,https://github.com/dtscalibration/python-dts-calibration,['https://github.com/dtscalibration/python-dts-calibration'],dtscalibration,python-dts-calibration,dtscalibration/python-dts-calibration,RSD
duqtools,https://research-software-directory.org/software/duqtools,https://github.com/duqtools/duqtools,['https://github.com/duqtools/duqtools'],duqtools,duqtools,duqtools/duqtools,RSD
Data Processing (What Works When for Whom),https://research-software-directory.org/software/dataprocessing,https://github.com/e-mental-health/data-processing,['https://github.com/e-mental-health/data-processing'],e-mental-health,data-processing,e-mental-health/data-processing,RSD
matRad,https://helmholtz.software/software/matrad,https://github.com/e0404/matRad,['https://github.com/e0404/matRad'],e0404,matRad,e0404/matRad,HELMHOLTZ
Laserfarm,https://research-software-directory.org/software/laserfarm,https://github.com/eEcoLiDAR/Laserfarm,['https://github.com/eEcoLiDAR/Laserfarm'],eEcoLiDAR,Laserfarm,eEcoLiDAR/Laserfarm,RSD
PyELSEPA,https://research-software-directory.org/software/pyelsepa,https://github.com/eScatter/pyelsepa,['https://github.com/eScatter/pyelsepa'],eScatter,pyelsepa,eScatter/pyelsepa,RSD
Cesium-ncWMS,https://research-software-directory.org/software/cesium-ncwms,https://github.com/eWaterCycle/Cesium-NcWMS,['https://github.com/eWaterCycle/Cesium-NcWMS'],eWaterCycle,Cesium-NcWMS,eWaterCycle/Cesium-NcWMS,RSD
SUMO,https://helmholtz.software/software/sumo,https://github.com/eclipse-sumo/sumo,['https://github.com/eclipse-sumo/sumo'],eclipse-sumo,sumo,eclipse-sumo/sumo,HELMHOLTZ
Argon Laser-Plasma Thruster - Design and Test of a Laboratory Model - Processing and Analysis Code,https://research-software-directory.org/software/4tu-argon-laser-plasma-thruster-design-and-test-of-a-laboratory-model-processing-and-analysis-code,https://github.com/eeduplay/MScThesis,['https://github.com/eeduplay/MScThesis'],eeduplay,MScThesis,eeduplay/MScThesis,RSD
EEG_age_prediction,https://research-software-directory.org/software/eegageprediction,https://github.com/eegyolk-ai/EEG_age_prediction,['https://github.com/eegyolk-ai/EEG_age_prediction'],eegyolk-ai,EEG_age_prediction,eegyolk-ai/EEG_age_prediction,RSD
Bacting,https://research-software-directory.org/software/bacting,https://github.com/egonw/bacting,['https://github.com/egonw/bacting'],egonw,bacting,egonw/bacting,RSD
talkr,https://research-software-directory.org/software/talkr,https://github.com/elpaco-escience/talkr,"['https://github.com/elpaco-escience/scikit-talk', 'https://github.com/elpaco-escience/talkr']",elpaco-escience,talkr,elpaco-escience/talkr,RSD
