text,count,percentage
"Zhang, Shidong, Steven B. Beale, Uwe Reimer, Martine Andersson, and Werner Lehnert. ""Polymer electrolyte fuel cell modeling-A comparison of two models with different levels of complexity."" International Journal of Hydrogen Energy 45, no. 38 (2020): 19761-19777",1,0.75
"Yu, Shangzhe, Shidong Zhang, Dominik Schäfer, Roland Peters, Felix Kunz, and Rüdiger-A. Eichel. ""Numerical Modeling and Simulation of the Solid Oxide Cell Stacks and Metal Interconnect Oxidation with OpenFOAM."" Energies 16, no. 9 (2023): 3827",1,0.75
"Zhang, Shidong, Shangzhe Yu, Roland Peters, Steven B. Beale, Holger Marschall, Felix Kunz, and Rüdiger-A. Eichel. ""A new procedure for rapid convergence in numerical performance calculations of electrochemical cells."" Electrochimica Acta (2023): 143275",1,0.75
"Zhang, Shidong, Steffen Hess, Holger Marschall, Uwe Reimer, Steven Beale, and Werner Lehnert. ""openFuelCell2: A New Computational Tool for Fuel Cells, Electrolyzers, and other Electrochemical Devices and Processes."" Computer Physics Communications, Forthcoming (2023)",1,0.75
"Erik Tjong Kim Sang, Marc Esteve del Valle, Herbert Kruitbosch, and Marcel Broersma, Active Learning for Classifying Political Tweets. In: Proceedings of the International Conference on Natural Language, Signal and Speech Processing (ICNLSSP), Casablanca, Morocco, 2017",1,0.75
http://www.geosci-model-dev.net/5/55/2012/gmd-5-55-2012-supplement.pdf,1,0.75
http://www.geosci-model-dev.net/5/55/2012/gmd-5-55-2012.pdf,1,0.75
"Rautenhaus, M., Bauer, G., and Doernbrack, A.: A web service based tool to plan atmospheric research flights, Geosci. Model Dev., 5, 55-71, https://doi.org/10.5194/gmd-5-55-2012, 2012",1,0.75
"Bauer, R., Grooß, J.-U., Ungermann, J., Bär, M., Geldenhuys, M., and Hoffmann, L.: The Mission Support System (MSS v7.0.4) and its use in planning for the SouthTRAC aircraft campaign, Geosci. Model Dev., 15, 8983–8997, https://doi.org/10.5194/gmd-15-8983-2022, 2022",1,0.75
"Altmeyer, Patrick, Giovan Angela, Aleksander Buszydlik, Karol Dobiczek, Arie van Deursen, and Cynthia CS Liem. 2023. “Endogenous Macrodynamics in Algorithmic Recourse.” In 2023 IEEE Conference on Secure and Trustworthy Machine Learning (SaTML), 418–31. IEEE",1,0.75
"Moritz Laupichler, and Peter Sanders. Fast Many-to-Many Routing for Dynamic Taxi Sharing with\n\nMeeting Points. 2024 Proceedings of the Symposium on Algorithm Engineering and Experiments (ALENEX), 2024\. https://doi.org/10.1137/1.9781611977929.6\n",1,0.75
"Alessio Sclocco, Joeri van Leeuwen, Henri E. Bal, Rob V. van Nieuwpoort. _A Real-Time Radio Transient Pipeline for ARTS_. 3rd IEEE Global Conference on Signal & Information Processing, December 14-16, 2015, Orlando (Florida), USA. ([print] http://ieeexplore.ieee.org/xpl/freeabs_all.jsp?arnumber=7418239&abstractAccess=no&userType=inst) ([preprint] http://alessio.sclocco.eu/pubs/sclocco2015a.pdf) ([slides] http://alessio.sclocco.eu/pubs/Presentation_GlobalSIP2015.pdf)",1,0.75
"Alessio Sclocco, Stijn Heldens, Ben van Werkhoven. _AMBER: A real-time pipeline for the detection of single pulse astronomical transients_. SoftwareX, 2020. ([print] https://doi.org/10.1016/j.softx.2020.100549)",1,0.75
"Wurmus R, Uyar B, Osberg B, Franke V, Gosdschan A, Wreczycka K, Ronen J, Akalin A. [PiGx: Reproducible genomics analysis pipelines with GNU Guix.] https://www.ncbi.nlm.nih.gov/pubmed/30277498 Gigascience. 2018 Oct 2. doi: 10.1093/gigascience/giy123. PubMed PMID: 30277498",1,0.75
"Chi Zhang, Feng Gao, Baoxiong Jia, Yixin Zhu, Song-Chun Zhu Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2019",1,0.75
"Kennett, B. L. N., E. R. Engdahl, and R. Buland. “Constraints on Seismic Velocities in the Earth from Traveltimes.” Geophysical Journal International 122, no. 1 (July 1, 1995): 108–24. doi:10.1111/j.1365-246X.1995.tb03540.x",1,0.75
"Goes, S., R. Govers, and P. Vacher. “Shallow Mantle Temperatures under Europe from P and S Wave Tomography.” Journal of Geophysical Research 105, no. 11 (2000): 153–11. doi:10.1029/1999jb900300",1,0.75
"Holtgrewe, M.; Stolpe, O.; Nieminen, M.; Mundlos, S.; Knaus, A.; Kornak, U.; Seelow, D.; Segebrecht, L.; Spielmann, M.; Fischer-Zirnsak, B.; Boschann, F.; Scholl, U.; Ehmke, N.; Beule, D. VarFish: Comprehensive DNA Variant Analysis for Diagnostics and Research. Nucleic Acids Research 2020, gkaa241",1,0.75
"D. Beutel, I. Fernandez-Corbaton, and C. Rockstuhl, Unified Lattice Sums Accommodating Multiple Sublattices for Solutions of the Helmholtz Equation in Two and Three Dimensions, Phys. Rev. A 107, 013508 (2023)",1,0.75
Dyrba et al. (2021) Improving 3D convolutional neural network comprehensibility via interactive visualization of relevance maps: evaluation in Alzheimer’s disease. Alzheimer's research & therapy 13. DOI: [10.1186/s13195-021-00924-2] https://doi.org/10.1186/s13195-021-00924-2,1,0.75
"[CUAS23] Fischler, Yannic and Kleiner, Thomas and Bischof, Christian and Schmiedel, Jeremie and Sayag, Roiy and Emunds, Raban and Oestreich, Lennart Frederik and Humbert, Angelika A parallel implementation of the confined–unconfined aquifer system model for subglacial hydrology: design, verification, and performance analysis (CUAS-MPI v0.1.0) . In Geoscientific Model Development, pages 5305-5322, 2023",1,0.75
"[CUAS18] Beyer, Sebastian and Kleiner, Thomas and Aizinger, Vadym and Rückamp, Martin and Humbert, Angelika A confined–unconfined aquifer model for subglacial hydrology and its application to the Northeast Greenland Ice Stream. In The Cryosphere, pages 3931–3947, 2018",1,0.75
"S. Heldens, P. Hijma, B. van Werkhoven, J. Maassen, R.V. van Nieuwpoort, ""Lightning: Scaling the GPU Programming Model Beyond a Single GPU"", in IEEE IPDPS, 2022",1,0.75
"by Tingying Peng, Kurt Thorn, Timm Schroeder, Lichao Wang, Fabian J Theis, Carsten Marr\, Nassir Navab\, Nature Communication 8:14836 (2017). [doi: 10.1038/ncomms14836] http://www.nature.com/articles/ncomms14836",1,0.75
"WHO (2022), [ICD-11 Implementation or Transition Guide] https://icd.who.int/docs/ICD-11%20Implementation%20or%20Transition%20Guide_v105.pdf",1,0.75
"NCHS-CDC (2022), [Comprehensive Listing ICD-10-CM Files] https://www.cdc.gov/nchs/icd/Comprehensive-Listing-of-ICD-10-CM-Files.htm (download General Equivalence Mappings [here] https://ftp.cdc.gov/pub/Health_Statistics/NCHS/Publications/ICD10CM/2018/Dxgem_2018.zip)",1,0.75
"NCHS-CDC (2018), [Diagnosis Code Set General Equivalence Mappings: ICD-10-CM to ICD-9-CM and ICD-9-CM to ICD-10-CM] https://ftp.cdc.gov/pub/health_statistics/nchs/publications/ICD10CM/2018/Dxgem_guide_2018.pdf",1,0.75
"CMS (2018), [2018 ICD-10 CM and GEMs] https://www.cms.gov/Medicare/Coding/ICD10/2018-ICD-10-CM-and-GEMs",1,0.75
"Butler (2007), [ICD-10 General Equivalence Mappings: Bridging the Translation Gap from ICD-9] https://library.ahima.org/doc?oid=74265#.Ynre9i8RoiM, Journal of AHIMA",1,0.75
"Finn Årup Nielsen, Daniel Mietchen, Egon Willighagen, ""Scholia, Scientometrics and Wikidata"", The Semantic Web: ESWC 2017 Satellite Events, 2017. DOI: 10.1007/978-3-319-70407-4_36 _. https://link.springer.com/content/pdf/10.1007%2F978-3-319-70407-4_36.pdf",1,0.75
"Finn Årup Nielsen, Daniel Mietchen, Egon Willighagen, ""Scholia and scientometrics with Wikidata"", Joint Proceedings of the 1st International Workshop on Scientometrics and 1st International Workshop on Enabling Decentralised Scholarly Communication, 2017. http://ceur-ws.org/Vol-1878/article-03.pdf",1,0.75
"Lane Rasberry, Egon Willighagen, Finn Nielsen, Daniel Mietchen, ""Robustifying Scholia: paving the way for knowledge discovery and research assessment through Wikidata. Research Ideas and Outcomes"", 2019, RIO Journal, 5: e35820. https://doi.org/10.3897/rio.5.e35820",1,0.75
"Nienke Vergunst, [Researchers use social media data to analyse public sentiment about Coronavirus measures] https://www.uu.nl/en/news/researchers-use-social-media-data-to-analyse-public-sentiment-about-coronavirus-measures. University of Utrecht news message, 11 May 2020",1,0.75
"Redactie Emerce, [Onderzoekers leiden publieke opinie coronamaatregelen af uit social media-data] https://www.emerce.nl/nieuws/onderzoekers-leiden-publieke-opinie-coronamaatregelen-af-uit-social-mediadata. Emerce, 12 May 2020 (in Dutch)",1,0.75
"Shihan Wang, Public Sentiment during COVID-19 -Data Mining on Twitter data. Talk at the [CLARIN Café] https://www.clarin.eu/content/clarin-cafe, Utrecht, The Netherlands, 27 May 2020",1,0.75
"Erik Tjong Kim Sang [PuReGoMe: Dutch Public Reaction on Governmental COVID-19 Measures and Announcements] https://ifarm.nl/erikt/talks/20200626-escience.pdf. Lunch talk, Netherlands eScience Center, Amsterdam, The Netherlands, 26 June 2020",1,0.75
"Shihan Wang, Marijn Schraagen, Erik Tjong Kim Sang and Mehdi Dastani, [Public Sentiment on Governmental COVID-19 Measures in Dutch Social Media] https://www.aclweb.org/anthology/2020.nlpcovid19-2.17/. In: Workshop on NLP for COVID-19 (Part 2) at EMNLP 2020 (NLP-COVID19-EMNLP), 20 November 2020",1,0.75
"Shihan Wang, Marijn Schraagen, Erik Tjong Kim Sang and Mehdi Dastani, [Dutch General Public Reaction on Governmental COVID-19 Measures and Announcements in Twitter Data] https://arxiv.org/abs/2006.07283. Preprint report on arXiv.org, 21 December 2020",1,0.75
"Erik Tjong Kim Sang [PuReGoMe: Social Media Analysis of the Pandemic] https://ifarm.nl/erikt/talks/20210211-escience.pdf. Lunch talk, Netherlands eScience Center, Amsterdam, The Netherlands, 11 February 2021",1,0.75
"Erik Tjong Kim Sang, Marijn Schraagen, Mehdi Dastani and Shihan Wang, [Discovering Pandemic Topics on Twitter] https://ifarm.nl/erikt/papers/dhbenelux-20210509.pdf. DHBenelux 2021",1,0.75
"Erik Tjong Kim Sang, Marijn Schraagen, Shihan Wang and Mehdi Dastani, [Transfer Learning for Stance Analysis in COVID-19 Tweets] https://ifarm.nl/erikt/papers/clin-20210419.pdf. CLIN 2021",1,0.75
"Erik Tjong Kim Sang, Shihan Wang, Marijn Schraagen and Mehdi Dastani, [Extracting Stances on Pandemic Measures from Social Media Data] https://ifarm.nl/erikt/papers/ieee2021.pdf. 17th IEEE eScience Conference (poster), 2021",1,0.75
"Erik Tjong Kim Sang, Shihan Wang, Marijn Schraagen and Mehdi Dastani, [Estimating Stances on Anti-Pandemic Measures By Social Media Analysis] https://ifarm.nl/erikt/talks/ictopen2022.pdf, ICT.OPEN2022 (poster), Amsterdam, The Netherlands, 2022",1,0.75
"Harwath, D., & Glass, J. (2015). Deep multimodal semantic embeddings for speech and images. 2015 IEEE Workshop on Automatic Speech Recognition and Understanding (ASRU), 237–244. https://doi.org/10.1109/ASRU.2015.7404800",1,0.75
"Hodosh, M., Young, P., & Hockenmaier, J. (2013). Framing Image Description as a Ranking Task: Data, Models and Evaluation Metrics. Journal of Artificial Intelligence Research, 47, 853–899. https://doi.org/10.1613/jair.3994",1,0.75
[Numerical Methods for Large Eigenvalue Problem] https://doi.org/10.1137/1.9781611970739,1,0.75
[Davidson diagonalization method and its applications to electronic structure calculations] https://www.semanticscholar.org/paper/DAVIDSON-DIAGONALIZATION-METHOD-AND-ITS-APPLICATION-Liao/5811eaf768d1a006f505dfe24f329874a679ba59,1,0.75
"Chen, X. et al. (2016) Manta: rapid detection of structural variants and indels for germline and cancer sequencing applications. Bioinformatics, 32, 1220-1222. [doi:10.1093/bioinformatics/btv710]",1,0.75
https://doi.org/10.5281/zenodo.7060385,1,0.75
"D. Beutel, P. Scott, M. Wegener, C. Rockstuhl, and I. Fernandez-Corbaton, Enhancing the Optical Rotation of Chiral Molecules Using Helicity Preserving All-Dielectric Metasurfaces, Appl. Phys. Lett. 118, 221108 (2021",1,0.75
"Berckhemer, H., W. Kampfmann, E. Aulbach, and H. Schmeling. “Shear Modulus and Q of Forsterite and Dunite near Partial Melting from Forced-Oscillation Experiments.” Physics of the Earth and Planetary Interiors, Special Issue Properties of Materials at High Pressures and High Temperatures, 29, no. 1 (July 1, 1982): 30–41. doi:10.1016/0031-9201(82)90135-2",1,0.75
"D. Beutel, A. Groner, C. Rockstuhl, C. Rockstuhl, and I. Fernandez-Corbaton, Efficient Simulation of Biperiodic, Layered Structures Based on the T-Matrix Method, J. Opt. Soc. Am. B, JOSAB 38, 1782 (2021)",1,0.75
"Gawehn, M.; de Vries, S.; Aarninkhof, S. A self-adaptive method for mapping coastal bathymetry on-the-fly from wave field video. Remote Sens. 2021, 1, 0. https://doi.org/10.3390/rs13234742",1,0.75
"Turner, J. P., & Nowotny, T. (2021). Arpra: An Arbitrary Precision Range Analysis Library. Frontiers in Neuroinformatics, 30",1,0.75
"Gaole He, Nilay Aishwarya, and Ujwal Gadiraju. Is Conversational XAI All You Need? Human-AI Decision Making With a Conversational XAI Assistant. In IUI'2025",1,0.75
"McFadden, D. and Train, K. (2000): ""Mixed MNL models for discrete response"", in Journal of Applied Econometrics, 15(5), 447-470, https://www.jstor.org/stable/2678603",1,0.75
"Train, K. (2016): ""Mixed logit with a flexible mixing distribution"", in Journal of Choice Modelling, 19, 40–53, https://doi.org/10.1016/j.jocm.2016.07.004",1,0.75
"Train, K. (2008): ""EM algorithms for nonparametric estimation of mixing distributions"", in Journal of Choice Modelling, 1(1), 40–69, https://doi.org/10.1016/S1755-5345(13)70022-8",1,0.75
"Train, K. (2009): ""Mixed logit"", in Discrete choice methods with simulation (pp. 76–93), Cambridge University Press",1,0.75
"O’Donovan, S. D., Erdős, B., Jacobs, D. M., Wanders, A. J., Thomas, E. L., Bell, J. D., Rundle, M., Frost, G., Arts, I. C. W., Afman, L. A., & van Riel, N. A. W. (2022). Quantifying the contribution of triglycerides to metabolic resilience through the mixed meal model. IScience, 25(11), 105206. https://doi.org/10.1016/J.ISCI.2022.105206",1,0.75
"Alia, Ahmed, Mohammed Maree, and Mohcine Chraibi. 2022. ""A Hybrid Deep Learning and Visualization Framework for Pushing Behavior Detection in Pedestrian Dynamics"" Sensors 22, no. 11: 4040",1,0.75
"Hayes, A. F. (2022). The PROCESS macro for SPSS, SAS, and R (Version 4.2) [Computer software]. https://processmacro.org",1,0.75
"Hayes, A. F. (2022). Introduction to mediation, moderation, and conditional process analysis (3rd Ed.). New York: The Guilford Press.",1,0.75
"Molecular phylogenetics by direct comparison of tandem mass spectra. Palmblad M and Deelder AM, Rapid Commun. Mass Spectrom. 26(7):728-732, 2012, [doi.org/10.1002/rcm.6162] https://doi.org/10.1002/rcm.6162",1,0.75
"Authentication of Fish Products by Large-Scale Comparison of Tandem Mass Spectra. Wulff T, Nielsen ME, Deelder AM, Jessen F and Palmblad M, J. Proteome Res. 12(11):5253-5259, 2013, [doi.org/10.1021/pr4006525] https://doi.org/10.1021/pr4006525",1,0.75
