text,count,percentage
"Hanging node resolution 3D: Tabea Leistikow (2024) Derivation and implementation of a hanging nodes resolution scheme for hexahedral non-conforming meshes in t8code. Master's thesis, Universität zu Köln. Full text currently not available",1,0.63
"Robert Speck, Algorithm 997: pySDC - Prototyping Spectral Deferred Corrections, ACM Transactions on Mathematical Software (TOMS), Volume 45 Issue 3, August 2019,",1,0.63
"""MS2DeepScore - a novel deep learning similarity measure to compare tandem mass spectra"" Florian Huber, Sven van der Burg, Justin J.J. van der Hooft, Lars Ridder, 13, Article number: 84 (2021), Journal of Cheminformatics, doi: https://doi.org/10.1186/s13321-021-00558-4",1,0.63
"R. McGuire, S. Verhoeven, M. Vass, G. Vriend, I. J. P. De Esch, S. J. Lusher, R. Leurs, L. Ridder, A. J. Kooistra, T. Ritschel, C. de Graaf (2017). 3D-e-Chem-VM: Structural cheminformatics research infrastructure in a freely available Virtual Machine. Journal of Chemical Information and Modeling. doi: http://dx.doi.org/10.1021/acs.jcim.6b00686",1,0.63
"Zaccarelli, Riccardo; Weatherill, Graeme (2020): eGSIM - a Python library and web application to select and test Ground Motion models. GFZ Data Services. https://doi.org/10.5880/GFZ.2.6.2023.007",1,0.63
"O'Brien, T.E. and Tarasinski, B. and DiCarlo, L. npj Quant. Inf. 3, 39 (2017)",1,0.63
"Zwanenburg A, Löck S. MIRP: A Python package for standardised radiomics. J Open Source Softw. 2024;9: 6413. doi:10.21105/joss.06413",1,0.63
"Meeßen, Christian (2019): ""VelocityConversion (v1.1.2)"". Zenodo, http://doi.org/10.5281/zenodo.5897455",1,0.63
"Scheffler D, Hollstein A, Diedrich H, Segl K, Hostert P. AROSICS: An Automated and Robust Open-Source Image Co-Registration Software for Multi-Sensor Satellite Data. Remote Sensing. 2017; 9(7):676",1,0.63
"D Vu, S Georgievska, S Szoke, A Kuzniar, V Robert. fMLC: Fast Multi-Level Clustering and Visualization of Large Molecular Datasets, Bioinformatics, btx810, https://doi.org/10.1093/bioinformatics/btx810",1,0.63
"von Lieres, E.; Andersson, J.: A fast and accurate solver for the general rate model of column liquid chromatography _, Computers and Chemical Engineering 34,8 (2010), 1180–1191",1,0.63
"Zhang, W.; Przybycien T., Breuer J. M. , Leweke S. , von Lieres E.: Solving crystallization/precipitation population balance models in CADET, part II: Size-based Smoluchowski coagulation and fragmentation equations in batch and continuous modes _, Computers and Chemical Engineering 192 (2025), 108860",1,0.63
"yramidal space-filling curve: Knapp, David (2020) A space-filling curve for pyramidal adaptive mesh refinement. Master's thesis, Rheinische Friedrich-Wilhems-Universität Bonn. [Full text available] https://www.researchgate.net/publication/346789160_A_space-filling_curve_for_pyramidal_adaptive_mesh_refinement",1,0.63
"Deng ZL, Münch PC, Mreches R, McHardy AC. Rapid and accurate detection of ribosomal RNA sequences using deep learning. Nucleic Acids Research. 2022. (https://doi.org/10.1093/nar/gkac112)",1,0.63
"Doneva, Simona, et al. [NeuroTrialNER: An Annotated Corpus for Neurological Diseases and Therapies in Clinical Trial Registries.] https://aclanthology.org/2024.emnlp-main.1050.pdf Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing. 2024",1,0.63
"Rene Brun and Fons Rademakers, ROOT - An Object Oriented Data Analysis Framework, Proceedings AIHENP'96 Workshop, Lausanne, Sep. 1996, Nucl. Inst. & Meth. in Phys. Res. A 389 (1997) 81-86",1,0.63
"[Rovira-Navarro, M., Matsuyama, I., Berne, A. 2023] https://doi.org/10.3847/PSJ/ad381f. A Spectral Method to Compute the Tides of Laterally-Heterogeneous Bodies. Planetary Science Journal, 5",1,0.63
"Jalal Mostafa, Sara Wehbi, Suren Chilingaryan, and Andreas Kopmann. 2022. SciTS: A Benchmark for Time-Series Databases in Scientific Experiments and Industrial Internet of Things. In 34th International Conference on Scientific and Statistical Database Management (SSDBM 2022). Association for Computing Machinery, New York, NY, USA, Article 12, 1–11. https://doi.org/10.1145/3538712.3538723",1,0.63
"Ranguelova, E., Bos, P., Liu, Y., Meijer, C., Oostrum, L., Crocioni, G., Ootes, L., Chandramouli, P., Jansen, A., Smeets, S. (2023). dianna ([VERSION YOU USED]). Zenodo. https://zenodo.org/record/5592606",1,0.63
"Ranguelova et al., (2022). DIANNA: Deep Insight And Neural Network Analysis. Journal of Open Source Software, 7(80), 4493, https://doi.org/10.21105/joss.04493",1,0.63
"CrowdED: Guideline for Optimal Crowdsourcing Experimental Design. Amrapali Zaveri, Pedro Hernandez Serrano Manisha Desai and Michel Dumontier [https://doi.org/10.1145/3184558.3191543] https://doi.org/10.1145/3184558.3191543",1,0.63
"Becker, M., Lejeune, M., Chatelain, P., Allaerts, D., Mudafort, R., and van Wingerden, J.W.: A dynamic open-source model to investigate wake dynamics in response to wind farm flow control strategies, Wind Energ. Sci. Discuss. [preprint], https://doi.org/10.5194/wes-2024-150, in review, 2024",1,0.63
"Zhang, W.; Przybycien T., Schmölder J. , Leweke S. , von Lieres E.: Solving crystallization/precipitation population balance models in CADET, part I: Nucleation growth and growth rate dispersion in batch and continuous modes on nonuniform grids _, Computers and Chemical Engineering 183 (2024), 108612",1,0.63
"T. J. Callow, D. Kotik, E. Kraisler, and A. Cangi, ""atoMEC: An open-source average-atom Python code"", _Proceedings of the 21st Python in Science Conference_, edited by Meghann Agarwal, Chris Calloway, Dillon Niederhut, and David Shupe (2022), pp. 31 – 39",1,0.63
The DOI corresponding to the specific version of atoMEC that you used (DOIs are listed at [Zenodo.org] https://doi.org/10.5281/zenodo.5205718),1,0.63
"Foreman-Mackey, Hogg, Lang & Goodman (2012)",1,0.63
"Laplace-Beltrami spectra as 'Shape-DNA' of surfaces and solids. Reuter M, Wolter F-E, Peinecke N. Computer-Aided Design. 2006;38(4):342-366. http://dx.doi.org/10.1016/j.cad.2005.10.011",1,0.63
"BrainPrint: a discriminative characterization of brain morphology. Wachinger C, Golland P, Kremen W, Fischl B, Reuter M. Neuroimage. 2015;109:232-48. http://dx.doi.org/10.1016/j.neuroimage.2015.01.032 http://www.ncbi.nlm.nih.gov/pubmed/25613439",1,0.63
"Crane K, Weischedel C, Wardetzky M. Geodesics in heat: A new approach to computing distance based on heat flow. ACM Transactions on Graphics. https://doi.org/10.1145/2516971.2516977",1,0.63
"Kazhdan M, Solomon J, Ben-Chen M. 2012. Can Mean-Curvature Flow be Modified to be Non-singular? Comput. Graph. Forum 31, 5, 1745–1754. https://doi.org/10.1111/j.1467-8659.2012.03179.x",1,0.63
"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976",1,0.63
"Kim S, Chen J, Cheng T, et al. PubChem 2025 update. Nucleic Acids Res. 2025;53(D1):D1516-D1525. doi:10.1093/nar/gkae1059\n",1,0.63
"Wood, T.A., Drug Named Entity Recognition [Computer software], Version 2.0.9, accessed at [https://fastdatascience.com/drug-named-entity-recognition-python-library] https://fastdatascience.com/drug-named-entity-recognition-python-library, Fast Data Science Ltd (2024)",1,0.63
"Pronk, T. (2025). splithalfr: Estimates split-half reliabilities for scoring algorithms of cognitive tasks and questionnaires (Version 3.0.0) [Computer software]. https://doi.org/10.5281/zenodo.7777894",1,0.63
"Püttmann, A.; Schnittert, S.; Naumann, U.; von Lieres, E.: Fast and accurate parameter sensitivities for the general rate model of column liquid chromatography _, Computers and Chemical Engineering 56 (2013), 46–57",1,0.63
"Spahiu, E., Kastrati, E. & Amrute-Nayak, M. PyChelator: a Python-based Colab and web application for metal chelator calculations. BMC Bioinformatics 25, 239 (2024)",1,0.63
"[Kroeger, Mueller, Leidner et al. Unveiling the Power of High-Dimensional Cytometry Data with cyCONDOR, Nature Communications] https://www.nature.com/articles/s41467-024-55179-w",1,0.63
"Wu, Xinzhe, Serge G. Petiton, and Yutong Lu. ""A Parallel Generator of Non-Hermitian Matrices computed from Given Spectra."" Concurrency and Computation: Practice and Experience, 32(20), e5710, 2020. [[DOI]](https://doi.org/10.1002/cpe.5710) [[PDF]](https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cpe.5710?casa_token=UUntHdbHvo4AAAAA:CHJa3O1_B-15_eHKY09LuWdh5TNs_trh_IXa_qDuNZLeTKcxa4CQt9WzrNsU1XSWxunknU8GeXP9Ihv9)",1,0.63
"Shrestha, P., Sulis, M., Masbou, M., Kollet, S., and Simmer, C. (2014). A Scale-Consistent Terrestrial Systems Modeling Platform Based on COSMO, CLM, and ParFlow. Monthly Weather Review, 142(9), 3466–3483. doi:[10.1175/MWR-D-14-00029.1] https://dx.doi.org/10.1175/MWR-D-14-00029.1",1,0.63
"Gasper, F., Goergen, K., Kollet, S., Shrestha, P., Sulis, M., Rihani, J., and Geimer, M. (2014). Implementation and scaling of the fully coupled Terrestrial Systems Modeling Platform (TerrSysMP) in a massively parallel supercomputing environment &ndash; a case study on JUQUEEN (IBM Blue Gene/Q). Geoscientific Model Development, 7(5), 2531-2543. doi:[10.5194/gmd-7-2531-2014] https://dx.doi.org/10.5194/gmd-7-2531-2014",1,0.63
"Tim Schaefer, Christine Ecker (2020). fsbrain: an R package for the visualization of structural neuroimaging data. bioRxiv doi: 10.1101/2020.09.18.302935\n",1,0.63
"Wreczycka K, Gosdschan A, Yusuf D, Grüning B, Assenov Y, Akalin A. ""[Strategies for analyzing bisulfite sequencing data.] https://linkinghub.elsevier.com/retrieve/pii/S0168-1656(1731593-6)"" J Biotechnol., 2017",1,0.63
"Altuna Akalin, Francine E. Garrett-Bakelman, Matthias Kormaksson, Jennifer Busuttil, Lu Zhang, Irina Khrebtukova, Thomas A. Milne, Yongsheng Huang, Debabrata Biswas, Jay L. Hess, C. David Allis, Robert G. Roeder, Peter J. M. Valk, Bob Löwenberg, Ruud Delwel, Hugo F. Fernandez, Elisabeth Paietta, Martin S. Tallman, Gary P. Schroth, Christopher E. Mason, Ari Melnick, Maria E. Figueroa. _(2012)_. ""[Base-Pair Resolution DNA Methylation Sequencing Reveals Profoundly Divergent Epigenetic Landscapes in Acute Myeloid Leukemia.] http://www.plosgenetics.org/article/info%3Adoi%2F10.1371%2Fjournal.pgen.1002781""* _PLoS Genetics_ 8(6)",1,0.63
"Altuna Akalin, Matthias Kormaksson, Sheng Li, Francine E. Garrett-Bakelman, Maria E. Figueroa, Ari Melnick, Christopher E. Mason. _(2012)_. ""[methylKit: A comprehensive R package for the analysis of genome-wide DNA methylation profiles.] http://genomebiology.com/2012/13/10/R87/"" _Genome Biology_ , 13:R87",1,0.63
"Robson P Bonidia, Anderson P Avila Santos, Breno L S de Almeida, Peter F Stadler, Ulisses N da Rocha, Danilo S Sanches, André C P L F de Carvalho, BioAutoML: automated feature engineering and metalearning to predict noncoding RNAs in bacteria, Briefings in Bioinformatics, 2022, bbac218, [[DOI] https://doi.org/10.1093/bib/bbac218]",1,0.63
"Kurtzer GM, Sochat V, Bauer MW (2017) Singularity: Scientific containers for mobility of compute. PLoS ONE 12(5): e0177459",1,0.63
"[_A comprehensive guide to the physics and usage of PYTHIA 8.3_] https://scipost.org/SciPostPhysCodeb.8, C. Bierlich et al",1,0.63
"SciPost Phys. Codebases 8 (2022), DOI: 10.21468/SciPostPhysCodeb.8, also available on [arXiv] https://arxiv.org/abs/2203.11601; [SciPost Phys. Codebases 8-r8.3] https://scipost.org/SciPostPhysCodeb.8-r8.3 (2022), DOI: 10.21468/SciPostPhysCodeb.8-r8.3",1,0.63
"RAYX – An optics simulation software for synchrotron applications Sven Erdem, Peter Feuer-Forson, Jannis Maier, Felix Möller, Enrico Philip Ahlers, Valentin Stöcker, Fanny Zotter, Peter Baumgärtel, Jens Viefhaus [Review of Scientific Instruments, Vol. 96, Issue 6 (2025)] https://pubs.aip.org/aip/rsi/article/96/6/061302/3348292/RAYX-An-optics-simulation-software-for-synchrotron DOI: [10.1063/5.0253857] https://doi.org/10.1063/5.0253857",1,0.63
"DG solver based on t8code: Dreyer, Lukas (2021) The local discontinuous galerkin method for the advection-diffusion equation on adaptive meshes. Master's thesis, Rheinische Friedrich-Wilhems-Universität Bonn. [Full text available] https://elib.dlr.de/143969/1/masterthesis_dreyer.pdf",1,0.63
"Prism space-filling curve: Knapp, David (2017) Adaptive Verfeinerung von Prismen. Bachelor's thesis, Rheinische Friedrich-Wilhems-Universität Bonn",1,0.63
"Götz, M., Debus, C., Coquelin, D., et al. (2020). HeAT - a Distributed and GPU-accelerated Tensor Framework for Data Analytics. In 2020 IEEE International Conference on Big Data (Big Data) (pp. 276-287). IEEE. DOI: 10.1109/BigData50022.2020.9378050",1,0.63
"Runge, J., Gerhardus, A., Varando, G. et al. Causal inference for time series. Nat Rev Earth Environ (2023). https://doi.org/10.1038/s43017-023-00431-y",1,0.63
"Integro-differential equation-based (IDE) models: Wendler A, Plötzke L, Tritzschak H, Kühn MJ. (2026). A nonstandard numerical scheme for a novel SECIR integro differential equation-based model with nonexponentially distributed stay times. Applied Mathematics and Computation 509: 129636. https://doi.org/10.1016/j.amc.2025.129636",1,0.63
"Agent-based models (ABMs): Kerkmann D, Korf S, Nguyen K, Abele D, Schengen A, et al. (2025). Agent-based modeling for realistic reproduction of human mobility and contact behavior to evaluate test and isolation strategies in epidemic infectious disease spread. Computers in Biology and Medicine 193: 110269. https://doi.org/10.1016/j.compbiomed.2025.110269",1,0.63
"Hybrid agent-metapopulation-based models: Bicker J, Schmieding R, Meyer-Hermann M, Kühn MJ. (2025). Hybrid metapopulation agent-based epidemiological models for efficient insight on the individual scale: A contribution to green computing. Infectious Disease Modelling 10(2): 571-590. https://doi.org/10.1016/j.idm.2024.12.015",1,0.63
"Graph Neural Networks: Schmidt A, Zunker H, Heinlein A, Kühn MJ. (2025). Graph Neural Network Surrogates to leverage Mechanistic Expert Knowledge towards Reliable and Immediate Pandemic Response. Submitted for publication. https://doi.org/10.48550/arXiv.2411.06500",1,0.63
"ODE-based models with Linear Chain Trick: Plötzke L, Wendler A, Schmieding R, Kühn MJ. (2024). Revisiting the Linear Chain Trick in epidemiological models: Implications of underlying assumptions for numerical solutions. Submitted for publication. https://doi.org/10.48550/arXiv.2412.09140",1,0.63
"Behavior-based ODE models: Zunker H, Dönges P, Lenz P, Contreras S, Kühn MJ. (2025). Risk-mediated dynamic regulation of effective contacts de-synchronizes outbreaks in metapopulation epidemic models. Chaos, Solitons & Fractals. https://doi.org/10.1016/j.chaos.2025.116782",1,0.63
"Gröhl, Janek, Kris K. Dreher, Melanie Schellenberg, Tom Rix, Niklas Holzwarth, Patricia Vieten, Leonardo Ayala, Sarah E. Bohndiek, Alexander Seitel, and Lena Maier-Hein. ""SIMPA: an open-source toolkit for simulation and image processing for photonics and acoustics."" Journal of Biomedical Optics 27, no. 8 (2022)",1,0.63
"PCMCI: J. Runge, P. Nowack, M. Kretschmer, S. Flaxman, D. Sejdinovic, Detecting and quantifying causal associations in large nonlinear time series datasets. Sci. Adv. 5, eaau4996 (2019). https://advances.sciencemag.org/content/5/11/eaau4996",1,0.63
"Bicker J, Kerkmann D, Korf S, Plötzke L, Schmieding R, Wendler A, Zunker H et al. (2025) MEmilio - a High Performance Modular Epidemics Simulation Software. Available at https://github.com/SciCompMod/memilio and https://elib.dlr.de/213614/",1,0.63
"PCMCI+: J. Runge (2020): Discovering contemporaneous and lagged causal relations in autocorrelated nonlinear time series datasets. Proceedings of the 36th Conference on Uncertainty in Artificial Intelligence, UAI 2020,Toronto, Canada, 2019, AUAI Press, 2020. http://auai.org/uai2020/proceedings/579_main_paper.pdf",1,0.63
"LPCMCI: Gerhardus, A. & Runge, J. High-recall causal discovery for autocorrelated time series with latent confounders Advances in Neural Information Processing Systems, 2020, 33. https://proceedings.neurips.cc/paper/2020/hash/94e70705efae423efda1088614128d0b-Abstract.html",1,0.63
"RPCMCI: Elena Saggioro, Jana de Wiljes, Marlene Kretschmer, Jakob Runge; Reconstructing regime-dependent causal relationships from observational time series. Chaos 1 November 2020; 30 (11): 113115. https://doi.org/10.1063/5.0020538",1,0.63
Generally: J. Runge (2018): Causal Network Reconstruction from Time Series: From Theoretical Assumptions to Practical Estimation. Chaos: An Interdisciplinary Journal of Nonlinear Science 28 (7): 075310. https://aip.scitation.org/doi/10.1063/1.5025050,1,0.63
"Mediation class: J. Runge et al. (2015): Identifying causal gateways and mediators in complex spatio-temporal systems. Nature Communications, 6, 8502. http://doi.org/10.1038/ncomms9502",1,0.63
"Mediation class: J. Runge (2015): Quantifying information transfer and mediation along causal pathways in complex systems. Phys. Rev. E, 92(6), 62829. http://doi.org/10.1103/PhysRevE.92.062829",1,0.63
CMIknn: J. Runge (2018): Conditional Independence Testing Based on a Nearest-Neighbor Estimator of Conditional Mutual Information. In Proceedings of the 21st International Conference on Artificial Intelligence and Statistics. http://proceedings.mlr.press/v84/runge18a.html,1,0.63
"Ordinary differential equation-based (ODE) and Graph-ODE models: Zunker H, Schmieding R, Kerkmann D, Schengen A, Diexer S, et al. (2024). Novel travel time aware metapopulation models and multi-layer waning immunity for late-phase epidemic and endemic scenarios. PLOS Computational Biology 20(12): e1012630. https://doi.org/10.1371/journal.pcbi.1012630",1,0.63
"Pearson, S. G., Reyns, J., Garcia Alvarez, M. G., Urhan, A., van Westen, B., Pannozzo, N., & Shafiei, H. SedTRAILS (Version 1.0.0-beta.0) [Computer software]",1,0.63
"Elsweijer, Sandro and Holke, Johannes and Kleinert, Jan and Reith, Dirk (2022) Constructing a Volume Geometry Map for Hexahedra with Curved Boundary Geometries. In: SIAM International Meshing Roundtable Workshop 2022. SIAM International Meshing Roundtable Workshop 2022, 22. - 25. Feb. 2022, [Full text available] https://elib.dlr.de/186570/1/ConstructingAVolumeGeometryMapForHexahedraWithCurvedBoundaryGeometries.pdf ",1,0.63
"Henschel L, Kuegler D, Reuter M. (co-first). FastSurferVINN: Building Resolution-Independence into Deep Learning Segmentation Methods - A Solution for HighRes Brain MRI. NeuroImage 251 (2022), 118933. http://dx.doi.org/10.1016/j.neuroimage.2022.118933",1,0.63
"Hoppe, F., et al. (2025). Engineering a large-scale data analytics and array computing library for research: Heat. Electronic Communications of the EASST, 83",1,0.63
"Coquelin, D., et al. (2022). Accelerating neural network training with distributed asynchronous and selective optimization (DASO). J Big Data 9, 14",1,0.63
"Muzakka, K. F., Möller, S., & Finsterbusch, M. (2025). Minion: A high-performance derivative-free optimization library designed for solving complex optimization problems. Zenodo. [https://doi.org/10.5281/zenodo.14794239] https://doi.org/10.5281/zenodo.14794239",1,0.63
"A. Cangi, L. Fiedler, B. Brzoza, K. Shah, T. J. Callow, D. Kotik, S. Schmerler, M. C. Barry, J. M. Goff, A. Rohskopf, D. J. Vogel, N. Modine, A. P. Thompson, S. Rajamanickam,\n\nMaterials Learning Algorithms (MALA): Scalable Machine Learning for Electronic Structure Calculations in Large-Scale Atomistic Simulations, [Comp. Phys. Commun. 314, 109654 (2025)] https://doi.org/10.1016/j.cpc.2025.109654",1,0.63
"J. A. Ellis, L. Fiedler, G. A. Popoola, N. A. Modine, J. A. Stephens, A. P. Thompson,\n\nA. Cangi, S. Rajamanickam, Accelerating Finite-Temperature Kohn-Sham Density Functional Theory with Deep Neural Networks, [Phys. Rev. B 104, 035120 (2021)] https://doi.org/10.1103/PhysRevB.104.035120",1,0.63
"Teixido, E., Kießling, T.R., Krupp, E., Quevedo, C., Muriana, A., Scholz, S., 2018. Automated morphological feature assessment for zebrafish embryo developmental toxicity screens. Tox. Sci. accepted",1,0.63
"Henschel L, Conjeti S, Estrada S, Diers K, Fischl B, Reuter M, FastSurfer - A fast and accurate deep learning based neuroimaging pipeline, NeuroImage 219 (2020), 117012. https://doi.org/10.1016/j.neuroimage.2020.117012",1,0.63
"Faber J, Kuegler D, Bahrami E, et al. (*co-first). CerebNet: A fast and reliable deep-learning pipeline for detailed cerebellum sub-segmentation. NeuroImage 264 (2022), 119703. https://doi.org/10.1016/j.neuroimage.2022.119703",1,0.63
"Brinckmann, Nils; Gomez-Zapata, Juan Camilo; Pittore, Massimiliano; Rüster, Matthias (2021): DEUS: Damage-Exposure-Update-Service. V. 1.0. GFZ Data Services. https://doi.org/10.5880/riesgos.2021.011",1,0.63
